title,company,location,department,contract_type,remote,sector,publication_date,experience_years,education_level,salaire_min,salaire_max,annual,tools,concepts,job_url,avg_salary,categories
Contrôleur de Gestion Industriel,Randstad,Reims,51,CDI,Hybrid,Industry,2024-12-06,2.0,5.0,40000.0,50000.0,True,['Excel'],,https://www.hellowork.com/fr-fr/emplois/57871459.html,45000.0,[]
Consultant Bi - Data Analyst Power Bi Confirmé,Trimane,Toulouse,31,CDI,Onsite,Technology,2024-12-17,5.0,5.0,,,,"['Power BI', 'SQL', 'Excel', 'TalentSoft']",,https://www.hellowork.com/fr-fr/emplois/59624914.html,,['Data Analyst']
Senior Data Engineer Aws,Micropole,Levallois-Perret,92,CDI,Hybrid,Technology,2024-12-22,3.0,5.0,,,,"['AWS', 'Python', 'Spark', 'Scala', 'Java']","['Data Engineering', 'Cloud', 'Big Data', 'AI/ML', 'Data Platform']",https://www.hellowork.com/fr-fr/emplois/58611857.html,,['Data Engineer']
Ingénieur Sli,Alten Ingénieur,Paris,75,CDI,Onsite,Technology,2024-12-01,7.0,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/57742624.html,,['Other']
Ingenieur Data BI Experimente,Propulse It,Paris,75,Freelance,Onsite,,2024-12-17,,5.0,,,,"['SQL', 'ETL Talend', 'Teradata', 'Apache Sqoop', 'GCP', 'BigQuery', 'DataForm', 'Shell unix (.sh.ksh)', 'Spark', 'ElasticSearch']",,https://www.hellowork.com/fr-fr/emplois/59624822.html,,"['Data Analyst', 'Data Engineer']"
Consultant Senior Data Analyst,Sia Partners,Paris,75,CDI,Hybrid,,2024-12-05,2.0,5.0,,,,"['SQL', 'Python', 'Power BI', 'Tableau', 'Dataiku']","['Data Visualization', 'ETL', 'Data Analysis', 'Data Storytelling', 'Business Intelligence']",https://www.hellowork.com/fr-fr/emplois/59156264.html,,['Data Analyst']
Data Engineer,Onepoint,Strasbourg,67,CDI,Hybrid,Technology,2024-12-06,,5.0,,,,"['SQL', 'Python', 'Scala', 'Java', 'Hadoop']","['CI/CD', 'Data Engineering', 'Cloud Computing', 'ETL', 'Data Processing']",https://www.hellowork.com/fr-fr/emplois/52946346.html,,['Data Engineer']
Data Scientist Senior,REEL IT,Mauguio,34,CDI,Hybrid,Technology,2024-12-09,5.0,5.0,,,,"['Scikit-learn', 'Pandas', 'SQL', 'Spark', 'Fast API']","['NLP', 'Generative AI', 'MLOPS', 'Computer Vision', 'Finetuning']",https://www.hellowork.com/fr-fr/emplois/56837226.html,,['Data Scientist']
Product Owner,Sopra HR Software,Paris,75,CDI,Hybrid,,2024-12-11,5.0,5.0,,,,['HR Access'],,https://www.hellowork.com/fr-fr/emplois/56942735.html,,['Project Manager (Data)']
Charge d'Etudes Marketing Senior,Havas Group,Puteaux,92,CDI,Hybrid,Media,2024-12-21,2.0,5.0,,,,"['Power Point', 'Excel']",,https://www.hellowork.com/fr-fr/emplois/58547677.html,,[]
Data Engineer - Product Owner,Axens SA,Nantes,44,CDI,Hybrid,,2024-12-20,7.0,5.0,50000.0,60000.0,True,"['Asana', 'Git', 'Denodo', 'SQL', 'Power Automate', 'PowerBI', 'PowerShell', 'Batch', 'Python', 'SQL Server', 'PostgreSQL', 'SAP', 'MySQL', 'Microsoft Dynamics', 'Abbot StarLIMS']","['Data Engineering', 'Product Management', 'Digital Transformation', 'Data Mesh']",https://www.hellowork.com/fr-fr/emplois/59753065.html,55000.0,"['Data Engineer', 'Project Manager (Data)']"
Creator Marketing Lead,Believe,Paris,75,CDI,Hybrid,Media,2024-12-20,5.0,5.0,,,,"['TikTok Ads manager', 'Meta business suite', 'ChatGPT']","['Digital Marketing', 'Influencer Marketing', 'Project Management', 'Content Creation', 'Data Analysis']",https://www.hellowork.com/fr-fr/emplois/58494777.html,,['Other']
Sénior Consultant Data,Thales,Vélizy-Villacoublay,78,CDI,Hybrid,,2024-12-14,3.0,5.0,,,,[],"['Data Governance', 'Digital Transformation', 'Cloud', 'DEVOPS', 'Agile']",https://www.hellowork.com/fr-fr/emplois/59497518.html,,"['Data Governance & Quality', 'Project Manager (Data)']"
Contrôleur de Gestion Central,Safran,Malakoff,92,CDI,Onsite,Aerospace,2024-12-11,7.0,5.0,41000.0,55000.0,True,"['Excel', 'BPC', 'SAP', 'Power BI']",,https://www.hellowork.com/fr-fr/emplois/59392404.html,48000.0,['Other']
Architecte Data,JEMS Group,Lyon,69,CDI,Hybrid,Technology,2024-12-13,8.0,5.0,,,,"['S3', 'Azure Storage', 'Redshift', 'Kafka', 'Gitlab']","['Data', 'Digital', 'DevOps', 'Machine Learning', 'SysOps']",https://www.hellowork.com/fr-fr/emplois/59460747.html,,['Data Engineer']
DBA Développeur SQL - Big Data,Informatis,Mantes-la-Ville,78,CDI,Onsite,Technology,2024-12-02,,2.0,,,,"['SQL Server', 'DPA (Database Performance Analyser)', 'SSIS (Integration Services)', 'Google Cloud Platform', 'Big Query', 'Google Data Studio']","['Big Data', 'Business Intelligence', 'Cloud', 'Database Administration']",https://www.hellowork.com/fr-fr/emplois/43296021.html,,['Data Engineer']
Business Analyst,Scalian,Annecy,74,CDI,Hybrid,Technology,2024-12-18,5.0,5.0,45000.0,50000.0,True,"['Service Now', 'Excel', 'Outlook', 'JIRA Software', 'Business Object']","['Data Analysis', 'Project Management', 'Business Intelligence', 'IT Support', 'Change Management']",https://www.hellowork.com/fr-fr/emplois/57202159.html,47500.0,['Other']
Senior Backend Engineer,Back Market,Paris,75,CDI,Onsite,Media,2024-11-29,,2.0,,,,"['Python', 'FastAPI', 'SQLAlchemy', 'Celery', 'Golang', 'PostgreSQL', 'Redis', 'Kafka', 'RabbitMQ', 'BigQuery', 'GCP', 'Kubernetes', 'Docker', 'Datadog', 'ArgoCD', 'CircleCI', 'Github']","['Microservices', 'Distributed Systems', 'Agile', 'Security', 'DevOps']",https://www.hellowork.com/fr-fr/emplois/58918735.html,,['Other']
Marketing Category Manager Ophthalmics,Nemera,Lyon,69,CDI,Hybrid,Pharmaceuticals,2024-12-04,7.0,5.0,,,,"['Excel', 'Power Point']",,https://www.hellowork.com/fr-fr/emplois/59114044.html,,['Other']
Chef de Projet SIRH,Sqorus,Paris,75,CDI,Hybrid,Technology,2024-12-04,5.0,5.0,,,,"['Workday', 'Successfactors', 'HCM Cloud', 'Cornerstone', 'Talentsoft']",,https://www.hellowork.com/fr-fr/emplois/59153109.html,,['Other']
Expert Technique Customer Data Platform,CGI,Montpellier,34,CDI,Hybrid,Technology,2024-12-13,2.0,5.0,,,,"['SQL', 'MariaDB', 'PostgreSQL', 'Power BI', 'Tableau']","['Customer Data Platform', 'API integration', 'data governance', 'data visualization', 'machine learning']",https://www.hellowork.com/fr-fr/emplois/53280450.html,,"['Data Engineer', 'Data Governance & Quality']"
Consultant Cybersécurité Grc,Free,Labège,31,CDI,Hybrid,Technology,2024-12-20,5.0,5.0,,,,"['IKare', 'Reveelium']","['Cybersecurity', 'Audit', 'Security Compliance', 'Risk Assessment', 'Machine Learning']",https://www.hellowork.com/fr-fr/emplois/58481224.html,,['Other']
Specialiste ERP Sylob 9,Informatis,Marmande,47,CDI,Onsite,Technology,2024-11-27,5.0,5.0,,,,['SYLOB 9'],"['ERP', 'Data Management']",https://www.hellowork.com/fr-fr/emplois/56384271.html,,['Other']
Data Analyst,Apside,Lille,59,CDI,Hybrid,Technology,2024-12-14,5.0,5.0,,,,"['PowerBI', 'GCP', 'Big Query', 'Jira', 'Gitlab']","['Agile', 'Data visualization', 'BI']",https://www.hellowork.com/fr-fr/emplois/55809172.html,,['Data Analyst']
Data Analyst,Seiitra,Montbonnot-Saint-Martin,38,CDI,Hybrid,Real Estate,2024-12-12,2.0,5.0,,,,"['PowerBI', 'Jira', 'Confluence']","['Data Analysis', 'Agile', 'Data Visualization', 'Big Data', 'Users Stories']",https://www.hellowork.com/fr-fr/emplois/59437289.html,,['Data Analyst']
Data Analyst Expert,Gan Assurances,Nanterre,92,CDI,Hybrid,,2024-12-14,7.0,5.0,,,,"['SAS', 'Excel', 'VBA', 'QLIK View', 'QLIK Sense']",,https://www.hellowork.com/fr-fr/emplois/55770619.html,,['Data Analyst']
Stage - Marketing Product Analyst,VusionGroup,Nanterre,92,CDI,,Technology,2024-12-11,,5.0,,,,"['Salesforce', 'Excel']",,https://www.hellowork.com/fr-fr/emplois/59373297.html,,[]
Responsable des Données Métier - Business Data Owner,AUTOMOTIVE CELLS COMPANY - ACC,Billy-Berclau,62,CDI,Hybrid,Manufacturing,2024-12-16,5.0,5.0,,,,"['powerBI', 'python']",,https://www.hellowork.com/fr-fr/emplois/59550153.html,,"['Data Analyst', 'Project Manager (Data)', 'Data Governance & Quality']"
Consultant - Architecte Data & ai - Microsoft,Sopra Steria,Courbevoie,92,CDI,Hybrid,Technology,2024-12-11,7.0,5.0,,,,"['Microsoft Azure Synapse', 'Fabric', 'PowerBI', 'Purview', 'Azure ML', 'Azure AI Services']","['Data', 'AI', 'Cloud', 'Microsoft Azure', 'Digital Transformation']",https://www.hellowork.com/fr-fr/emplois/59394765.html,,"['Data Engineer', 'Data Scientist']"
Data Analyst,Emeis,Puteaux,92,CDI,Hybrid,Technology,2024-11-29,5.0,5.0,,,,"['Excel', 'SQL', 'Business Intelligence', 'Qlik Sense', 'Python']","['Data Analysis', 'Data Governance', 'Reporting', 'Business Insights', 'Data Automation']",https://www.hellowork.com/fr-fr/emplois/58897459.html,,['Data Analyst']
Ingénieur Big Data Confirmé - Data Factory,Sopra Steria,Bordeaux,33,CDI,Hybrid,Technology,2024-11-27,5.0,5.0,,,,"['Datastage', 'Talend', 'Informatica', 'Semarchy', 'Databricks', 'Snowflake', 'Cloudera', 'BigQuery', 'PySpark', 'Spark-Scala', 'Java-Spark', 'Python', 'Shell', 'SQL']","['Big Data', 'CI/CD']",https://www.hellowork.com/fr-fr/emplois/58815477.html,,['Data Engineer']
Responsable de l'Analyse de Donnée Logistique,RH'Venture,Cergy,95,CDI,Onsite,Industry,2024-11-27,5.0,5.0,,,,"['SQL', 'Excel', 'Power BI']","['Data Analysis', 'Supply Chain', 'Logistics']",https://www.hellowork.com/fr-fr/emplois/58838858.html,,"['Data Analyst', 'Project Manager (Data)']"
Lead Data Engineer,Niji,Issy-les-Moulineaux,92,CDI,Onsite,Technology,2024-12-21,,5.0,,,,"['Hadoop', 'Spark', 'Hive', 'Docker', 'Kubernetes', 'Dataiku', 'Jenkins', 'Python', 'R', 'Scala', 'SQL']","['MLOPS', 'DataOps']",https://www.hellowork.com/fr-fr/emplois/58579131.html,,['Data Engineer']
Lead Tech Data Engineer,FAB Search,Nantes,44,CDI,Hybrid,,2024-12-11,7.0,5.0,50000.0,65000.0,True,"['Docker', 'Kubernetes', 'AWS', 'Python', 'Spark', 'C#', 'FastAPI', 'Flask', 'Git', 'CI/CD', 'Apache Airflow', 'SQL Server', 'PostgreSQL', 'MongoDB', 'Azure Cosmos DB', 'ElasticSearch']","['Data Management', 'Data Acquisition', 'Machine Learning', 'Data Mining', 'Big Data']",https://www.hellowork.com/fr-fr/emplois/59385378.html,57500.0,['Data Engineer']
Business Analyst Junior du Domaine Système & Ingénierie,Safran,Vélizy-Villacoublay,78,CDI,,Aerospace,2024-12-12,7.0,4.0,,,,"['ANSYS', 'MSC Software', 'HPC', 'SPDM']",,https://www.hellowork.com/fr-fr/emplois/57925789.html,,['Other']
Business Analyst - Intelligent Automation - Rpa,EY,La Défense,92,CDI,Hybrid,Technology,2024-12-17,2.0,5.0,,,,"['Low Code', 'No Code', 'SQL', 'Python', 'RPA']","['RPA', 'Process Mining', 'Self Automation', 'OCR', 'Analytics']",https://www.hellowork.com/fr-fr/emplois/58400368.html,,['Other']
Data Engineer,Klanik,Valbonne,06,CDI,Onsite,Technology,2024-12-20,3.0,5.0,,,,"['SQL', 'Python', 'Hadoop', 'Spark', 'Kafka']",,https://www.hellowork.com/fr-fr/emplois/59758165.html,,['Data Engineer']
Technicien Support Utilisateurs,Experis France,Toulouse,31,CDI,Hybrid,Technology,2024-12-05,7.0,2.0,23000.0,27500.0,True,"['Windows', 'PowerShell', 'Snow', 'PowerBI', 'Grafana']","['Technical Support', 'Incident Management', 'Windows Environment', 'Business Intelligence', 'Automation']",https://www.hellowork.com/fr-fr/emplois/59191885.html,25250.0,['Other']
Data Architect,EURO-INFORMATION DEVELOPPEMENTS,Nantes,44,CDI,Hybrid,,2024-12-15,,5.0,35000.0,50000.0,True,"['SAP Business Intelligence', 'SQL', 'Power Shell', 'Script Shell']",,https://www.hellowork.com/fr-fr/emplois/57039493.html,42500.0,['Data Engineer']
Consultant Msbi,SIBYLONE,Paris,75,CDI,Hybrid,,2024-11-30,4.0,5.0,45000.0,55000.0,True,"['SSIS', 'SSAS', 'Power BI', 'Azure Cloud']","['DataViz', 'Data Analysis', 'Reporting', 'Business Intelligence']",https://www.hellowork.com/fr-fr/emplois/57711584.html,50000.0,['Data Analyst']
Senior Product Analyst,HelloFresh,Paris,75,CDI,Hybrid,Commerce,2024-11-23,5.0,5.0,,,,"['Excel', 'Google Sheet', 'SQL', 'Python', 'Tableau']","['Data Analysis', 'Data Visualization', 'A/B Testing', 'Product Development', 'Cross-functional Collaboration']",https://www.hellowork.com/fr-fr/emplois/53720678.html,,"['Data Analyst', 'Project Manager (Data)']"
Lead Développeur Fullstack,Coexya,Rennes,35,CDI,Hybrid,Technology,2024-11-23,5.0,5.0,45000.0,52000.0,True,"['Angular', 'AngularJS', 'C#', '.NET']","['Machine Learning', 'NLP', 'Large Language Models']",https://www.hellowork.com/fr-fr/emplois/54914573.html,48500.0,['Other']
Risk Modelling & Simulation - Centre de Scoring,BNP Paribas,Mérignac,33,CDI,Hybrid,,2024-12-12,2.0,5.0,,,,"['Python', 'SAS']","['Risk Modelling', 'Statistical Modelling', 'Back-testing', 'Data Analysis']",https://www.hellowork.com/fr-fr/emplois/59427331.html,,"['Data Scientist', 'Data Governance & Quality']"
Product Manager,Lifen,Paris,75,CDI,Hybrid,Technology,2024-11-28,,5.0,,,,['SQL'],"['Data', 'AI', 'Product Management']",https://www.hellowork.com/fr-fr/emplois/58854254.html,,['Other']
Data Scientist,SEBIA,Lisses,91,CDI,Onsite,Health,2024-12-09,7.0,5.0,45000.0,55000.0,True,"['R', 'python', 'Kubernetes', 'docker', 'Apache Spark', 'TensorFlow', 'Caffe', 'Torch', 'Scikit-Learn', 'SQL']","['Machine Learning', 'Deep Learning', 'Statistical Analysis', 'Biomarker Discovery', 'Project Management']",https://www.hellowork.com/fr-fr/emplois/59304340.html,50000.0,['Data Scientist']
Consultant Microsoft & Power Platfom - Industries & Services,Sopra Steria,Marseille,13,CDI,Hybrid,Technology,2024-12-06,5.0,5.0,,,,"['Power Platform', 'Power Automate', 'Power Virtual Agent', 'SharePoint On Premise', 'SharePoint Online']",,https://www.hellowork.com/fr-fr/emplois/57896103.html,,['Other']
Network Reliability Engineer,veepee_france,Saint-Denis,93,CDI,Hybrid,Commerce,2024-12-14,4.0,5.0,,,,"['Netbox', 'Ansible', 'Git', 'Docker', 'Terraform']","['Network Security', 'Routing Protocols', 'Datacenter Fabric', 'Monitoring Tools', 'Automation']",https://www.hellowork.com/fr-fr/emplois/58273291.html,,['Other']
Senior Data Scientist,AXA en France,Nanterre,92,CDI,Hybrid,,2024-12-21,4.0,5.0,,,,"['Python', 'SQL', 'SAS']","['Machine Learning', 'Data Analysis', 'Deep Learning', 'Fraud Detection']",https://www.hellowork.com/fr-fr/emplois/59791382.html,,['Data Scientist']
Data Analyst Engagement Tf1,TF1,Boulogne-Billancourt,92,CDI,Hybrid,Media,2024-11-30,3.0,5.0,,,,"['Piano Analytics', 'Google Analytics', 'eSTAT', 'SQL', 'Python', 'Tableau', 'PowerBi']","['data analysis', 'user experience', 'data visualization', 'A/B testing', 'performance measurement']",https://www.hellowork.com/fr-fr/emplois/58992787.html,,['Data Analyst']
Ingénieur Data Etl,Groupama Supports et Services,Hauts-de-Seine,92,CDI,Hybrid,,2024-12-15,7.0,5.0,,,,"['ETL', 'Informatica', 'Oracle', 'UNIX']",,https://www.hellowork.com/fr-fr/emplois/58290120.html,,['Data Engineer']
Solutions Architect,Hermès,États-Unis,,CDI,Onsite,Manufacturing,2024-11-22,7.0,5.0,130012.67,153651.33,True,"['JIRA', 'MS Office', 'Service Now', 'PPM tools', 'PowerBI', 'PowerApps']","['Systems Architecture', 'Process Improvement', 'Integration', 'Enterprise Architecture', 'Project Management']",https://www.hellowork.com/fr-fr/emplois/57348318.html,141832.0,['Other']
Ingénieur Data - Services Publics - Bordeaux,Sopra Steria,Bordeaux,33,CDI,Hybrid,Technology,2024-12-11,2.0,5.0,,,,"['Cloudera Data Platform', 'Openshift', 'Kubernetes', 'Kafka', 'Airflow']","['ETL', 'Data Integration', 'Big Data', 'Data Security', 'CI/CD']",https://www.hellowork.com/fr-fr/emplois/56942123.html,,['Data Engineer']
Lead Développeur Front - Domaine de la Santé,Coexya,Rennes,35,CDI,Hybrid,Technology,2024-12-05,5.0,5.0,40000.0,46000.0,True,"['Angular', 'Vue.JS']",,https://www.hellowork.com/fr-fr/emplois/55381158.html,43000.0,['Other']
Retail Underwriting Expert,GIE Axa,Puteaux,92,CDI,Hybrid,,2024-11-29,3.0,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/58905411.html,,['Other']
Consultant Microsoft & Power Platform - Industries & Services,Sopra Steria,Marseille,13,CDI,Hybrid,Technology,2024-12-06,5.0,5.0,,,,"['Power Platform', 'Power Automate', 'Power Virtual Agent', 'SharePoint On Premise', 'SharePoint Online']","['Digital Transformation', 'Consulting']",https://www.hellowork.com/fr-fr/emplois/57895810.html,,['Other']
Ingénieur en Développement Logiciel,Seenovate,Chantepie,35,CDI,Hybrid,Technology,2024-12-20,5.0,5.0,43000.0,47000.0,True,"['C#', 'Python', 'JavaScript', 'C++', 'GitHub', 'GitLab', 'Docker', 'Kubernetes', 'Jenkins']","['MLOps', 'DEVOPS', 'CI/CD']",https://www.hellowork.com/fr-fr/emplois/58536277.html,45000.0,['Other']
Experienced Data Engineer Big Data,Alten Ingénieur,Valbonne,06,CDI,Onsite,Technology,2024-11-25,7.0,5.0,,,,"['Scala', 'Spark', 'Kafka', 'MapR', 'Hadoop']","['ETL', 'Agile', 'DevOps', 'Cloud', 'Data Pipeline']",https://www.hellowork.com/fr-fr/emplois/58733477.html,,['Data Engineer']
Service Account Manager,Exotec,Lille,59,CDI,Hybrid,Technology,2024-11-26,7.0,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/58763401.html,,['Other']
Ingénieur Big Data,ITMA,Alpes-Maritimes,06,CDI,Hybrid,Technology,2024-12-08,7.0,5.0,35000.0,50000.0,True,"['Spark', 'Java', 'Azure', 'Databricks', 'Linux', 'Python', 'MySQL', 'NoSQL', 'Qlik', 'Scala']",,https://www.hellowork.com/fr-fr/emplois/55524483.html,42500.0,['Data Engineer']
Chef de Projet IT Supply Chain,Naval Group,Brest,29,CDI,Hybrid,Industry,2024-12-17,7.0,5.0,52000.0,63000.0,True,[],,https://www.hellowork.com/fr-fr/emplois/59627475.html,57500.0,['Other']
Développeur Full Stack DevOps,Adequation,Lyon,69,CDI,Hybrid,,2024-11-22,2.0,5.0,33000.0,38000.0,True,"['Vue.js', 'Node.js', 'Python', 'Kubernetes', 'Docker']","['MLOps', 'CI/CD']",https://www.hellowork.com/fr-fr/emplois/58671160.html,35500.0,['Other']
Data Analyst Sénior,Orange Business,Montpellier,34,CDI,Hybrid,Technology,2024-11-30,5.0,5.0,,,,"['Power BI', 'Tableau', 'Microsoft', 'Docker', 'Qlik Sense']","['Data Analysis', 'Data Visualization', 'Cloud', 'Digital Services', 'AI']",https://www.hellowork.com/fr-fr/emplois/48279637.html,,['Data Analyst']
Développeur Full Stack React.Js avec des Ambitions de Cto - Editeur pour le Bien Être des Salariés,Octopus IT,Paris,75,CDI,Hybrid,Technology,2024-12-15,5.0,5.0,65000.0,70000.0,True,"['React', 'React Native', '.NET', 'PowerBI', 'Azure']","['machine learning', 'SaaS', 'data science', 'integration', 'agile development']",https://www.hellowork.com/fr-fr/emplois/57414245.html,67500.0,['Other']
Ingénieur Cloud DevOps,Anderson RH,Île-de-France,92,CDI,Hybrid,,2024-12-16,5.0,5.0,,,,"['CloudFormation', 'Terraform', 'CDK', 'Ansible', 'Packer', 'Docker', 'ECS', 'EKS']","['CI/CD', 'Machine Learning', 'Cloud Computing']",https://www.hellowork.com/fr-fr/emplois/57083360.html,,['Other']
Data Scientist - Pay,Société Générale Algérie,Algérie,,CDI,Onsite,,2024-11-22,7.0,5.0,,,,"['Python', 'R', 'C++', 'SAS', 'SPSS', 'SQL']","['Machine Learning', 'Deep Learning', 'Data Analysis', 'Predictive Analysis', 'Statistical Modelling']",https://www.hellowork.com/fr-fr/emplois/57344628.html,,['Data Scientist']
Développeur Expérimenté SI MOE - MOA,Optimark,Venelles,13,CDI,Hybrid,Commerce,2024-12-08,5.0,5.0,42000.0,48000.0,True,"['.Net', 'PHP', 'C#', 'Angular', 'SQL Server', 'MySQL', 'MyReport', 'Jira Software', 'Jira Service Management', 'Confluence']","['Project Management', 'Software Development', 'Business Intelligence', 'Lean IT', 'Data-driven']",https://www.hellowork.com/fr-fr/emplois/56782662.html,45000.0,['Other']
Analyste de Données,Circet,Vair-sur-Loire,44,CDI,Hybrid,Telecommunications,2024-12-15,1.0,5.0,,,,"['Power BI', 'Excel', 'Genesys']",,https://www.hellowork.com/fr-fr/emplois/58303252.html,,['Data Analyst']
Ingénieur Data,LR Technologies Nord,Lille,59,CDI,Hybrid,,2024-12-22,7.0,5.0,40000.0,45000.0,True,"['SQL', 'BigQuery', 'ETL', 'ELT', 'Power BI']","['Data Lake', 'Big Data', 'IoT', 'CI/CD', 'Business Intelligence']",https://www.hellowork.com/fr-fr/emplois/49259901.html,42500.0,['Data Engineer']
Business Analyst Data,Scalian,Lille,59,CDI,Hybrid,Technology,2024-12-06,9.0,5.0,53000.0,56000.0,True,[],,https://www.hellowork.com/fr-fr/emplois/57894950.html,54500.0,"['Data Analyst', 'Project Manager (Data)']"
Chef de Projet Digital Workplace,Naval Group,Brest,29,CDI,Hybrid,Industry,2024-12-10,7.0,5.0,52000.0,63000.0,True,"['ITIL', 'AGILE', 'SCRUM']",,https://www.hellowork.com/fr-fr/emplois/59325231.html,57500.0,['Other']
Ingénieur Études et Développement en Intelligence Artificielle Symbolique,Thales,Toulouse,31,CDI,Hybrid,,2024-12-14,,5.0,,,,"['Python', 'Java', 'C++']","['IA symbolique', 'IA hybride', 'développement de systèmes', 'logique de description', 'machine learning']",https://www.hellowork.com/fr-fr/emplois/59497519.html,,['Data Scientist']
Backend Engineer Senior Ruby on Rails,Hivebrite,Paris,75,CDI,Hybrid,Technology,2024-12-19,6.0,5.0,,,,"['Ruby', 'Python', 'Docker', 'Elasticsearch']","['Microservices', 'DEVOPS', 'APIs']",https://www.hellowork.com/fr-fr/emplois/59699292.html,,['Other']
Post-Doc Développement Algorithmique pour le Recyclage des Déchets Ménagers par Imagerie à Rayons,CEA,Saclay,91,CDD,Hybrid,Technology,2024-12-11,7.0,5.0,,,,['Python'],"['Algorithm Development', 'Image Processing', 'Machine Learning', 'X-ray Imaging', 'Recycling Technology']",https://www.hellowork.com/fr-fr/emplois/59389650.html,,['Data Scientist']
Chargé d'Études MOA - Oav,Groupama Gan Vie,Nanterre,92,CDI,Hybrid,,2024-11-28,7.0,5.0,40000.0,40000.0,True,"['JIRA', 'Confluence', 'Service Now']",,https://www.hellowork.com/fr-fr/emplois/52570203.html,40000.0,['Other']
Développeur Big Data,Inetum,Saint-Ouen-sur-Seine,93,CDI,Hybrid,Technology,2024-12-02,7.0,5.0,,,,"['Hadoop', 'Spark', 'Hive', 'Impala', 'ETL (Talend, Informatica)', 'Java', 'Scala', 'Python', 'SQL']","['Machine Learning', 'AI', 'Agile']",https://www.hellowork.com/fr-fr/emplois/57780799.html,,['Data Engineer']
Associate Backend Engineer,Back Market,Paris,75,CDI,Onsite,Technology,2024-12-15,,2.0,,,,"['Python', 'FastAPI', 'SQLAlchemy', 'Golang', 'PostgreSQL', 'Redis', 'Kafka', 'RabbitMQ', 'BigQuery', 'GCP', 'Kubernetes', 'Docker', 'Datadog', 'ArgoCD', 'CircleCI', 'Github']",,https://www.hellowork.com/fr-fr/emplois/58297175.html,,['Other']
Product Owner Data - Business Analyst,Trimane,Puteaux,92,CDI,Hybrid,Technology,2024-12-17,5.0,5.0,,,,['SQL'],"['Business Intelligence', 'Data Modeling', 'Change Management']",https://www.hellowork.com/fr-fr/emplois/59624955.html,,"['Project Manager (Data)', 'Data Analyst']"
Responsable Système d'Information et Process Logistique,Chanel,Le Meux,60,CDI,Hybrid,Manufacturing,2024-12-04,7.0,5.0,,,,"['WCS', 'WMS']",,https://www.hellowork.com/fr-fr/emplois/52811321.html,,['Other']
Business Analyst - Consultant AMOA,Orange Business,Montpellier,34,CDI,Hybrid,Technology,2024-11-29,7.0,5.0,,,,"['Microsoft', 'Docker', 'Qlik Sense', 'Java', 'Talend']","['Data', 'Cloud', 'Digital', 'Project Management', 'Change Management']",https://www.hellowork.com/fr-fr/emplois/48279565.html,,['Other']
Business Developer Enterprise A.I,LA RELÈVE,Paris,75,CDI,Hybrid,,2024-11-25,3.0,5.0,60000.0,80000.0,True,[],"['NLP', 'AI', 'Deeptech', 'Value-Based Selling', 'Cold Calling']",https://www.hellowork.com/fr-fr/emplois/58743101.html,70000.0,[]
Ingénieur Data,Idemoov,Entzheim,67,CDI,Hybrid,Technology,2024-11-27,1.0,5.0,,,,"['Git', 'TS', 'Docker', 'Spark']","['Data Pipelines', 'Datawarehouse', 'MLOps', 'CI/CD']",https://www.hellowork.com/fr-fr/emplois/55033684.html,,['Data Engineer']
Continuous Improvement Engineer,ENGIE,Paris,75,CDI,Hybrid,Energy,2024-12-20,,5.0,,,,"['Python', 'SQL', 'Elastic', 'Grafana']","['IoT', 'Operational Excellence', 'Business Intelligence']",https://www.hellowork.com/fr-fr/emplois/58531156.html,,['Other']
Supply Chain Data Analyst,Lenovo France,Léon,40,CDI,Hybrid,Technology,2024-12-15,,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/55559358.html,,['Data Analyst']
Développeur Frontend Vue.Js - Scale Up Production Visuelle - Fullremote - Internationale,Octopus IT,Paris,75,CDI,Remote,Technology,2024-12-15,2.0,2.0,45000.0,60000.0,True,"['Vue.js', 'Tailwind CSS', 'AWS', 'Aurora', 'Redshift']",['DEVOPS'],https://www.hellowork.com/fr-fr/emplois/57414375.html,52500.0,['Other']
Lead Data Quality et Dashboards,TF1,Boulogne-Billancourt,92,CDI,Hybrid,Media,2024-12-14,7.0,5.0,,,,"['SQL', 'python']",,https://www.hellowork.com/fr-fr/emplois/58283696.html,,"['Data Governance & Quality', 'Data Analyst']"
Ingénieur de Service Mécatronique,Geser Best,Bron,69,CDI,Hybrid,,2024-11-26,1.0,5.0,30000.0,35000.0,True,[],,https://www.hellowork.com/fr-fr/emplois/56344626.html,32500.0,['Other']
Legal Counsel,Yubo,Paris,75,CDI,Hybrid,Technology,2024-12-22,5.0,5.0,,,,[],"['Data Protection', 'Privacy Compliance', 'Contract Drafting', 'Regulatory Cooperation', 'Platform Regulation']",https://www.hellowork.com/fr-fr/emplois/58611618.html,,['Other']
Consultant - Architecte Data & ai - Microsoft,Sopra Steria,Lyon,69,CDI,Hybrid,Technology,2024-12-11,5.0,5.0,,,,"['Microsoft Azure Synapse', 'Fabric', 'PowerBI', 'Purview', 'Azure ML']","['Data', 'AI', 'Cloud', 'Microsoft Azure', 'DevOps']",https://www.hellowork.com/fr-fr/emplois/56942817.html,,"['Data Engineer', 'Data Scientist']"
